userid,phone_no,brand,description,os,ram,screen_size,processor,gpu,price,warranty
user8668,+91 9385934421,asus,"asus laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,32gb,16,ryzen 9,rtx 2060,213905,no
user3838,+91 9853453655,asus,"asus laptop with 32gb RAM, 15-inch screen, i5 processor, and rtx 3080 GPU",windows,32gb,15,i5,rtx 3080,209732,no
user5938,+91 7245895141,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",linux,4gb,13,ryzen 7,rtx 3060,48532,no
user2259,+91 7002925000,apple,"apple laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,4gb,14,ryzen 7,rtx 2060,166000,no
user8734,+91 9405382170,acer,"acer laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,16gb,17,ryzen 3,gtx 1050,167662,no
user5966,+91 9018590933,apple,"apple laptop with 16gb RAM, 14-inch screen, i5 processor, and rtx 3060 GPU",macos,16gb,14,i5,rtx 3060,167000,yes
user4762,+91 7658965714,mi,"mi laptop with 4gb RAM, 16-inch screen, ryzen 5 processor, and rtx 3060 GPU",macos,4gb,16,ryzen 5,rtx 3060,56662,yes
user5789,+91 9699768070,hp,"hp laptop with 4gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,4gb,15,ryzen 5,gtx 1050,40034,no
user2537,+91 9337249276,asus,"asus laptop with 2gb RAM, 16-inch screen, i5 processor, and gtx 1650 GPU",windows,2gb,16,i5,gtx 1650,39894,no
user6015,+91 7807937378,acer,"acer laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,4gb,13,ryzen 9,rtx 3070,54340,no
user8551,+91 9027781055,hp,"hp laptop with 8gb RAM, 15-inch screen, i7 processor, and gtx 1650 GPU",linux,8gb,15,i7,gtx 1650,127569,yes
user9750,+91 9808882948,apple,"apple laptop with 16gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,16gb,17,ryzen 9,rtx 3060,173000,no
user4279,+91 8864705140,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3060 GPU",linux,32gb,13,ryzen 7,rtx 3060,193914,no
user9502,+91 7508512594,acer,"acer laptop with 32gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3080 GPU",linux,32gb,17,ryzen 7,rtx 3080,183160,no
user6460,+91 8425697160,asus,"asus laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",linux,4gb,13,ryzen 9,rtx 2060,53533,no
user9247,+91 7171351256,apple,"apple laptop with 8gb RAM, 14-inch screen, i9 processor, and gtx 1050 GPU",macos,8gb,14,i9,gtx 1050,165000,no
user4798,+91 7951367871,hp,"hp laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and rtx 2060 GPU",linux,16gb,17,ryzen 3,rtx 2060,98513,no
user9272,+91 7935167407,mi,"mi laptop with 16gb RAM, 17-inch screen, i5 processor, and rtx 2060 GPU",linux,16gb,17,i5,rtx 2060,78878,no
user7645,+91 9171536741,lenovo,"lenovo laptop with 8gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3060 GPU",windows,8gb,15,ryzen 3,rtx 3060,80792,no
user2995,+91 8188578375,asus,"asus laptop with 16gb RAM, 17-inch screen, i3 processor, and gtx 1650 GPU",windows,16gb,17,i3,gtx 1650,139947,yes
user7100,+91 7314358986,hp,"hp laptop with 8gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,8gb,13,ryzen 9,rtx 3080,109910,yes
user1438,+91 8771371936,mi,"mi laptop with 16gb RAM, 13-inch screen, i3 processor, and gtx 1050 GPU",windows,16gb,13,i3,gtx 1050,154349,yes
user9897,+91 8205338354,apple,"apple laptop with 2gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,2gb,14,ryzen 9,rtx 3060,170000,no
user1701,+91 7188373881,mi,"mi laptop with 8gb RAM, 15-inch screen, i7 processor, and gtx 1650 GPU",windows,8gb,15,i7,gtx 1650,63659,no
user9456,+91 7342017026,hp,"hp laptop with 4gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,4gb,17,ryzen 3,gtx 1050,44654,yes
user9496,+91 9795461967,acer,"acer laptop with 8gb RAM, 13-inch screen, ryzen 9 processor, and gtx 1050 GPU",macos,8gb,13,ryzen 9,gtx 1050,92422,no
user6310,+91 8621614995,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",linux,8gb,14,i3,gtx 1050,83689,yes
user5665,+91 8583076653,acer,"acer laptop with 2gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,2gb,15,ryzen 7,rtx 3070,46029,yes
user1435,+91 8174803862,hp,"hp laptop with 8gb RAM, 15-inch screen, i9 processor, and rtx 3060 GPU",windows,8gb,15,i9,rtx 3060,98170,yes
user4474,+91 9618678442,apple,"apple laptop with 8gb RAM, 17-inch screen, i9 processor, and rtx 2060 GPU",macos,8gb,17,i9,rtx 2060,172000,no
user4353,+91 9107705041,acer,"acer laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,32gb,14,ryzen 5,rtx 3080,239178,yes
user2583,+91 7670243153,hp,"hp laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,8gb,17,ryzen 7,rtx 3060,75647,no
user6258,+91 7352559870,mi,"mi laptop with 2gb RAM, 13-inch screen, ryzen 5 processor, and gtx 1050 GPU",windows,2gb,13,ryzen 5,gtx 1050,33227,yes
user5304,+91 8160679272,apple,"apple laptop with 8gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,8gb,13,ryzen 9,rtx 3080,173000,no
user6342,+91 9781344486,hp,"hp laptop with 2gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1050 GPU",windows,2gb,15,ryzen 5,gtx 1050,36783,no
user8182,+91 9337312964,apple,"apple laptop with 32gb RAM, 16-inch screen, i9 processor, and rtx 3080 GPU",macos,32gb,16,i9,rtx 3080,219726,yes
user1140,+91 8204690914,asus,"asus laptop with 8gb RAM, 15-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,8gb,15,ryzen 3,gtx 1650,107910,yes
user6113,+91 8574799967,hp,"hp laptop with 4gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,15,ryzen 7,rtx 3080,67578,no
user7419,+91 7189006216,hp,"hp laptop with 2gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",macos,2gb,14,i9,gtx 1650,41149,yes
user9687,+91 9646194024,asus,"asus laptop with 32gb RAM, 13-inch screen, i5 processor, and rtx 3080 GPU",linux,32gb,13,i5,rtx 3080,219089,no
user3482,+91 8562697643,acer,"acer laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3080 GPU",windows,16gb,17,ryzen 3,rtx 3080,141080,no
user7997,+91 9444437098,acer,"acer laptop with 2gb RAM, 17-inch screen, i5 processor, and gtx 1050 GPU",macos,2gb,17,i5,gtx 1050,40226,yes
user5184,+91 9924972314,hp,"hp laptop with 8gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",windows,8gb,13,i7,gtx 1650,73345,no
user4675,+91 8161501406,asus,"asus laptop with 32gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,32gb,16,ryzen 5,gtx 1650,207362,no
user1913,+91 7944208062,acer,"acer laptop with 2gb RAM, 16-inch screen, i3 processor, and rtx 3060 GPU",windows,2gb,16,i3,rtx 3060,38394,no
user2671,+91 9765784750,apple,"apple laptop with 16gb RAM, 14-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,16gb,14,ryzen 7,rtx 3080,172000,yes
user4511,+91 8744625515,mi,"mi laptop with 32gb RAM, 14-inch screen, i7 processor, and rtx 2060 GPU",linux,32gb,14,i7,rtx 2060,258469,yes
user4823,+91 7301561605,acer,"acer laptop with 16gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3080 GPU",linux,16gb,16,ryzen 3,rtx 3080,120393,no
user9002,+91 7609735356,apple,"apple laptop with 2gb RAM, 17-inch screen, i9 processor, and rtx 2060 GPU",macos,2gb,17,i9,rtx 2060,172000,yes
user9338,+91 7234120626,hp,"hp laptop with 2gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",macos,2gb,14,i9,gtx 1650,42874,yes
user8932,+91 9021555879,asus,"asus laptop with 32gb RAM, 16-inch screen, i9 processor, and rtx 2060 GPU",windows,32gb,16,i9,rtx 2060,289933,yes
user5552,+91 9091856358,asus,"asus laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and rtx 2060 GPU",linux,8gb,17,ryzen 3,rtx 2060,109822,yes
user6892,+91 8105419215,asus,"asus laptop with 2gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3080 GPU",linux,2gb,14,ryzen 9,rtx 3080,45912,yes
user2088,+91 7000328472,acer,"acer laptop with 8gb RAM, 13-inch screen, i3 processor, and rtx 2060 GPU",windows,8gb,13,i3,rtx 2060,112912,yes
user1511,+91 7166175135,acer,"acer laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,32gb,16,ryzen 9,rtx 3080,292221,yes
user2147,+91 8689877043,mi,"mi laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 2060 GPU",windows,4gb,14,ryzen 7,rtx 2060,59901,yes
user6100,+91 9452706099,acer,"acer laptop with 16gb RAM, 14-inch screen, ryzen 7 processor, and gtx 1650 GPU",linux,16gb,14,ryzen 7,gtx 1650,95230,no
user6678,+91 8729374208,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3080 GPU",macos,4gb,13,i7,rtx 3080,56190,no
user6860,+91 7483668549,lenovo,"lenovo laptop with 16gb RAM, 16-inch screen, i7 processor, and rtx 3060 GPU",windows,16gb,16,i7,rtx 3060,132337,yes
user7117,+91 7191465938,lenovo,"lenovo laptop with 32gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",macos,32gb,14,i3,gtx 1050,252530,yes
user1904,+91 7746038090,asus,"asus laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",linux,16gb,17,ryzen 3,gtx 1650,152263,yes
user8270,+91 7217895155,hp,"hp laptop with 16gb RAM, 15-inch screen, i3 processor, and rtx 3080 GPU",windows,16gb,15,i3,rtx 3080,112654,yes
user7785,+91 8702767713,asus,"asus laptop with 4gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1050 GPU",windows,4gb,17,ryzen 9,gtx 1050,54944,yes
user6059,+91 7543839582,mi,"mi laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3070 GPU",linux,2gb,14,ryzen 3,rtx 3070,37369,no
user7612,+91 9299129156,acer,"acer laptop with 16gb RAM, 17-inch screen, i7 processor, and rtx 3060 GPU",linux,16gb,17,i7,rtx 3060,135845,no
user3761,+91 7463742464,lenovo,"lenovo laptop with 16gb RAM, 15-inch screen, i3 processor, and rtx 3080 GPU",windows,16gb,15,i3,rtx 3080,134194,yes
user1314,+91 7464079439,asus,"asus laptop with 16gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3070 GPU",windows,16gb,13,ryzen 9,rtx 3070,101288,no
user5670,+91 9732967441,mi,"mi laptop with 4gb RAM, 14-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,4gb,14,ryzen 9,rtx 2060,52294,yes
user1221,+91 7665195687,apple,"apple laptop with 32gb RAM, 13-inch screen, i3 processor, and rtx 3080 GPU",macos,32gb,13,i3,rtx 3080,252062,yes
user2313,+91 7052561585,acer,"acer laptop with 8gb RAM, 15-inch screen, i5 processor, and rtx 3070 GPU",windows,8gb,15,i5,rtx 3070,63353,no
user4577,+91 7344171555,apple,"apple laptop with 16gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,16gb,13,ryzen 3,rtx 3060,163000,no
user5600,+91 8258722527,hp,"hp laptop with 8gb RAM, 13-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,8gb,13,ryzen 7,rtx 2060,98817,no
user7765,+91 8457936168,lenovo,"lenovo laptop with 16gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",linux,16gb,15,i9,rtx 3080,171496,no
user1049,+91 7610462092,apple,"apple laptop with 16gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,16gb,16,ryzen 7,rtx 3070,172000,no
user2723,+91 8116171688,apple,"apple laptop with 2gb RAM, 16-inch screen, i3 processor, and rtx 3080 GPU",macos,2gb,16,i3,rtx 3080,171000,no
user2643,+91 8747305578,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, i7 processor, and rtx 3080 GPU",linux,8gb,17,i7,rtx 3080,103325,no
user2609,+91 8750573454,acer,"acer laptop with 4gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,17,ryzen 7,rtx 3080,61618,no
user1673,+91 7418670286,hp,"hp laptop with 32gb RAM, 17-inch screen, i7 processor, and rtx 3060 GPU",linux,32gb,17,i7,rtx 3060,192806,yes
user5201,+91 9663978888,hp,"hp laptop with 8gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3080 GPU",windows,8gb,13,ryzen 3,rtx 3080,95611,yes
user4985,+91 8567551009,apple,"apple laptop with 4gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,15,ryzen 7,rtx 3080,173000,no
user8858,+91 8363767669,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i9 processor, and rtx 3060 GPU",windows,4gb,13,i9,rtx 3060,47565,no
user4497,+91 7629094313,mi,"mi laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,2gb,17,ryzen 3,gtx 1650,34194,yes
user8972,+91 8346863417,apple,"apple laptop with 8gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,8gb,16,ryzen 9,rtx 3070,174000,no
user7549,+91 8215158234,acer,"acer laptop with 4gb RAM, 16-inch screen, i5 processor, and rtx 3070 GPU",linux,4gb,16,i5,rtx 3070,64235,yes
user1713,+91 7664869663,acer,"acer laptop with 2gb RAM, 15-inch screen, i3 processor, and rtx 3070 GPU",linux,2gb,15,i3,rtx 3070,42188,yes
user9206,+91 9553394935,mi,"mi laptop with 16gb RAM, 17-inch screen, i9 processor, and rtx 2060 GPU",linux,16gb,17,i9,rtx 2060,128600,yes
user3026,+91 9246232765,mi,"mi laptop with 16gb RAM, 15-inch screen, i7 processor, and rtx 3060 GPU",linux,16gb,15,i7,rtx 3060,99484,yes
user9588,+91 7813521977,mi,"mi laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3080 GPU",linux,4gb,13,i7,rtx 3080,57295,yes
user9723,+91 7618850697,acer,"acer laptop with 2gb RAM, 13-inch screen, i7 processor, and rtx 3070 GPU",macos,2gb,13,i7,rtx 3070,40930,no
user7062,+91 8000719724,apple,"apple laptop with 32gb RAM, 15-inch screen, i9 processor, and rtx 3060 GPU",macos,32gb,15,i9,rtx 3060,217360,yes
user1871,+91 9613458659,apple,"apple laptop with 4gb RAM, 16-inch screen, i5 processor, and rtx 3060 GPU",macos,4gb,16,i5,rtx 3060,169000,yes
user7265,+91 9119407308,hp,"hp laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3060 GPU",linux,2gb,14,ryzen 3,rtx 3060,36113,no
user9225,+91 8884951614,apple,"apple laptop with 2gb RAM, 14-inch screen, i9 processor, and gtx 1050 GPU",macos,2gb,14,i9,gtx 1050,165000,yes
user3264,+91 7039809852,lenovo,"lenovo laptop with 4gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3070 GPU",macos,4gb,14,ryzen 5,rtx 3070,61686,no
user8034,+91 9219156396,mi,"mi laptop with 16gb RAM, 13-inch screen, i7 processor, and rtx 3060 GPU",windows,16gb,13,i7,rtx 3060,175164,yes
user2702,+91 8825078790,lenovo,"lenovo laptop with 32gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1050 GPU",macos,32gb,17,ryzen 3,gtx 1050,227899,no
user4831,+91 9422237238,asus,"asus laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,4gb,13,ryzen 7,rtx 3080,50983,no
user7900,+91 9156760966,mi,"mi laptop with 4gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,4gb,17,ryzen 9,gtx 1650,51868,yes
user5206,+91 7484513687,asus,"asus laptop with 32gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",macos,32gb,13,i7,gtx 1650,258691,yes
user4476,+91 7622275708,mi,"mi laptop with 4gb RAM, 14-inch screen, i3 processor, and gtx 1650 GPU",windows,4gb,14,i3,gtx 1650,48675,no
user1917,+91 7557788579,hp,"hp laptop with 2gb RAM, 17-inch screen, i7 processor, and rtx 3080 GPU",linux,2gb,17,i7,rtx 3080,47422,yes
user9893,+91 8831161083,acer,"acer laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,32gb,14,ryzen 5,rtx 3080,248787,no
user5969,+91 8312894363,lenovo,"lenovo laptop with 2gb RAM, 15-inch screen, ryzen 5 processor, and rtx 2060 GPU",macos,2gb,15,ryzen 5,rtx 2060,36807,no
user3205,+91 7350152166,mi,"mi laptop with 2gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3070 GPU",linux,2gb,16,ryzen 7,rtx 3070,48460,yes
user8123,+91 7948371575,acer,"acer laptop with 16gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3080 GPU",linux,16gb,16,ryzen 3,rtx 3080,116493,no
user9891,+91 8245231475,acer,"acer laptop with 2gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,2gb,15,ryzen 3,rtx 3060,39881,yes
user9379,+91 8770697128,mi,"mi laptop with 4gb RAM, 16-inch screen, i5 processor, and rtx 3080 GPU",windows,4gb,16,i5,rtx 3080,59825,no
user1256,+91 7629093122,hp,"hp laptop with 16gb RAM, 13-inch screen, ryzen 5 processor, and rtx 3070 GPU",windows,16gb,13,ryzen 5,rtx 3070,170424,no
user1276,+91 7017942089,acer,"acer laptop with 8gb RAM, 17-inch screen, i5 processor, and rtx 2060 GPU",windows,8gb,17,i5,rtx 2060,104946,yes
user1531,+91 7660257399,asus,"asus laptop with 2gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,2gb,15,ryzen 9,rtx 3060,43769,yes
user7679,+91 7499747973,hp,"hp laptop with 32gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3070 GPU",linux,32gb,16,ryzen 3,rtx 3070,247091,no
user7679,+91 7443840036,acer,"acer laptop with 4gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,4gb,17,ryzen 7,rtx 3060,60572,yes
user4144,+91 9437860070,hp,"hp laptop with 16gb RAM, 17-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,16gb,17,ryzen 9,rtx 2060,103914,no
user4054,+91 9124416528,lenovo,"lenovo laptop with 4gb RAM, 17-inch screen, i3 processor, and rtx 2060 GPU",linux,4gb,17,i3,rtx 2060,46608,no
user4968,+91 7860294667,mi,"mi laptop with 32gb RAM, 13-inch screen, i5 processor, and gtx 1650 GPU",macos,32gb,13,i5,gtx 1650,267100,yes
user1690,+91 7830860422,acer,"acer laptop with 2gb RAM, 13-inch screen, i5 processor, and rtx 3070 GPU",linux,2gb,13,i5,rtx 3070,38321,yes
user1476,+91 9307027894,hp,"hp laptop with 16gb RAM, 13-inch screen, ryzen 5 processor, and rtx 2060 GPU",windows,16gb,13,ryzen 5,rtx 2060,131897,no
user9500,+91 9719866420,asus,"asus laptop with 2gb RAM, 16-inch screen, i9 processor, and rtx 3060 GPU",macos,2gb,16,i9,rtx 3060,44548,no
user5047,+91 8128409424,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, i5 processor, and rtx 3060 GPU",linux,8gb,17,i5,rtx 3060,62766,no
user9214,+91 8751147348,asus,"asus laptop with 2gb RAM, 17-inch screen, i3 processor, and rtx 3060 GPU",linux,2gb,17,i3,rtx 3060,42402,no
user7806,+91 9356046078,hp,"hp laptop with 32gb RAM, 16-inch screen, i5 processor, and rtx 3060 GPU",linux,32gb,16,i5,rtx 3060,285760,no
user4591,+91 7995652679,acer,"acer laptop with 4gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3060 GPU",windows,4gb,16,ryzen 3,rtx 3060,53934,yes
user1273,+91 7545079900,hp,"hp laptop with 32gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",windows,32gb,17,i9,gtx 1050,239482,yes
user6026,+91 8178302758,acer,"acer laptop with 8gb RAM, 15-inch screen, ryzen 5 processor, and rtx 2060 GPU",windows,8gb,15,ryzen 5,rtx 2060,103274,yes
user5550,+91 9938104291,mi,"mi laptop with 4gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,4gb,17,ryzen 5,rtx 3080,63636,no
user5663,+91 9152525112,hp,"hp laptop with 4gb RAM, 14-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,4gb,14,ryzen 9,rtx 3060,54088,yes
user5136,+91 8751923409,lenovo,"lenovo laptop with 32gb RAM, 16-inch screen, ryzen 5 processor, and rtx 3060 GPU",linux,32gb,16,ryzen 5,rtx 3060,243444,yes
user2138,+91 9748357995,lenovo,"lenovo laptop with 4gb RAM, 16-inch screen, ryzen 9 processor, and gtx 1050 GPU",macos,4gb,16,ryzen 9,gtx 1050,49463,no
user2977,+91 9251191631,acer,"acer laptop with 8gb RAM, 15-inch screen, i9 processor, and rtx 3080 GPU",macos,8gb,15,i9,rtx 3080,106106,no
user3878,+91 7852755363,apple,"apple laptop with 32gb RAM, 13-inch screen, i9 processor, and rtx 3080 GPU",macos,32gb,13,i9,rtx 3080,238349,yes
user4120,+91 9623549694,asus,"asus laptop with 8gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,8gb,17,ryzen 9,rtx 3080,72175,yes
user4720,+91 7124251219,mi,"mi laptop with 4gb RAM, 14-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,4gb,14,ryzen 3,gtx 1650,46700,yes
user3326,+91 7445928611,acer,"acer laptop with 32gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3070 GPU",macos,32gb,17,ryzen 5,rtx 3070,241688,no
user4944,+91 7097503783,mi,"mi laptop with 16gb RAM, 15-inch screen, ryzen 7 processor, and gtx 1050 GPU",macos,16gb,15,ryzen 7,gtx 1050,116239,no
user5649,+91 9661187435,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, i3 processor, and rtx 3080 GPU",linux,32gb,13,i3,rtx 3080,188253,no
user8620,+91 9887300320,hp,"hp laptop with 8gb RAM, 14-inch screen, i7 processor, and rtx 3070 GPU",linux,8gb,14,i7,rtx 3070,92696,no
user9384,+91 7852562542,hp,"hp laptop with 4gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",macos,4gb,14,i3,gtx 1050,53804,yes
user8226,+91 9957319773,mi,"mi laptop with 32gb RAM, 17-inch screen, i7 processor, and gtx 1650 GPU",windows,32gb,17,i7,gtx 1650,261779,no
user6679,+91 7546628543,apple,"apple laptop with 16gb RAM, 14-inch screen, i3 processor, and rtx 3060 GPU",macos,16gb,14,i3,rtx 3060,165000,yes
user5554,+91 9470012344,hp,"hp laptop with 16gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,16gb,16,ryzen 5,gtx 1650,143998,no
user1695,+91 8790517069,mi,"mi laptop with 2gb RAM, 16-inch screen, i7 processor, and gtx 1650 GPU",linux,2gb,16,i7,gtx 1650,37758,yes
user3296,+91 7872914725,mi,"mi laptop with 32gb RAM, 14-inch screen, i5 processor, and gtx 1050 GPU",macos,32gb,14,i5,gtx 1050,280382,no
user9444,+91 9116784042,acer,"acer laptop with 32gb RAM, 15-inch screen, ryzen 3 processor, and rtx 2060 GPU",windows,32gb,15,ryzen 3,rtx 2060,205092,yes
user7470,+91 7350741217,apple,"apple laptop with 8gb RAM, 13-inch screen, i5 processor, and rtx 2060 GPU",macos,8gb,13,i5,rtx 2060,164000,yes
user6510,+91 8073309036,hp,"hp laptop with 8gb RAM, 16-inch screen, i9 processor, and gtx 1650 GPU",linux,8gb,16,i9,gtx 1650,62508,yes
user1079,+91 7671549514,lenovo,"lenovo laptop with 4gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1050 GPU",windows,4gb,17,ryzen 9,gtx 1050,48210,no
user5101,+91 8329860041,mi,"mi laptop with 16gb RAM, 15-inch screen, i3 processor, and gtx 1650 GPU",windows,16gb,15,i3,gtx 1650,126502,yes
user1583,+91 9146161630,asus,"asus laptop with 4gb RAM, 15-inch screen, i7 processor, and rtx 3080 GPU",macos,4gb,15,i7,rtx 3080,60609,yes
user1627,+91 8099629302,acer,"acer laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,8gb,17,ryzen 7,gtx 1050,79299,no
user2170,+91 8081526681,acer,"acer laptop with 8gb RAM, 13-inch screen, i3 processor, and gtx 1650 GPU",windows,8gb,13,i3,gtx 1650,124627,no
user7981,+91 8758010020,mi,"mi laptop with 2gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3060 GPU",windows,2gb,16,ryzen 9,rtx 3060,45590,no
user2017,+91 9457069897,apple,"apple laptop with 16gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3080 GPU",macos,16gb,17,ryzen 3,rtx 3080,171000,yes
user4299,+91 7575233391,mi,"mi laptop with 2gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",macos,2gb,17,i9,gtx 1050,43698,yes
user6141,+91 8723539795,lenovo,"lenovo laptop with 2gb RAM, 17-inch screen, i5 processor, and gtx 1050 GPU",macos,2gb,17,i5,gtx 1050,35041,no
user4713,+91 7272664122,asus,"asus laptop with 4gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3070 GPU",macos,4gb,16,ryzen 3,rtx 3070,56655,yes
user3455,+91 8590293852,apple,"apple laptop with 8gb RAM, 13-inch screen, i5 processor, and rtx 2060 GPU",macos,8gb,13,i5,rtx 2060,164000,no
user6877,+91 8739377635,hp,"hp laptop with 2gb RAM, 16-inch screen, i9 processor, and gtx 1650 GPU",linux,2gb,16,i9,gtx 1650,41808,no
user7215,+91 8739439959,acer,"acer laptop with 2gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3060 GPU",linux,2gb,13,ryzen 9,rtx 3060,40611,yes
user2023,+91 8472570761,mi,"mi laptop with 32gb RAM, 14-inch screen, i9 processor, and rtx 2060 GPU",windows,32gb,14,i9,rtx 2060,199999,no
user2619,+91 9432235393,acer,"acer laptop with 4gb RAM, 13-inch screen, i3 processor, and gtx 1650 GPU",macos,4gb,13,i3,gtx 1650,54507,yes
user9790,+91 9341203939,acer,"acer laptop with 16gb RAM, 14-inch screen, i3 processor, and gtx 1650 GPU",linux,16gb,14,i3,gtx 1650,87635,no
user8173,+91 8867180174,asus,"asus laptop with 8gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3070 GPU",linux,8gb,13,ryzen 3,rtx 3070,134548,no
user7213,+91 7830189028,lenovo,"lenovo laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,2gb,14,ryzen 3,gtx 1650,33349,yes
user5636,+91 8205447845,asus,"asus laptop with 4gb RAM, 15-inch screen, i3 processor, and rtx 2060 GPU",macos,4gb,15,i3,rtx 2060,41492,yes
